id,fragment_scans,mz_range:min,mz_range:max,rt,area,rt_range:min,rt_range:max,charge,height,intensity_range:min,intensity_range:max,mz,datafile:PreIS__400_800_d201-r001.mzML:mz_range:min,datafile:PreIS__400_800_d201-r001.mzML:mz_range:max,datafile:PreIS__400_800_d201-r001.mzML:area,datafile:PreIS__400_800_d201-r001.mzML:fwhm,datafile:PreIS__400_800_d201-r001.mzML:height,datafile:PreIS__400_800_d201-r001.mzML:mz,datafile:PreIS__400_800_d201-r001.mzML:feature_state,datafile:PreIS__400_800_d201-r001.mzML:fragment_scans,datafile:PreIS__400_800_d201-r001.mzML:rt,datafile:PreIS__400_800_d201-r001.mzML:asymmetry_factor,datafile:PreIS__400_800_d201-r001.mzML:rt_range:min,datafile:PreIS__400_800_d201-r001.mzML:rt_range:max,datafile:PreIS__400_800_d201-r001.mzML:intensity_range:min,datafile:PreIS__400_800_d201-r001.mzML:intensity_range:max,datafile:PreIS__400_800_d201-r001.mzML:tailing_factor,datafile:PreIS__400_800_d201-r001.mzML:charge,datafile:PreIS__400_800_d201-r001.mzML:isotopes,datafile:PreIS__400_800_d201-r002.mzML:mz_range:min,datafile:PreIS__400_800_d201-r002.mzML:mz_range:max,datafile:PreIS__400_800_d201-r002.mzML:area,datafile:PreIS__400_800_d201-r002.mzML:fwhm,datafile:PreIS__400_800_d201-r002.mzML:height,datafile:PreIS__400_800_d201-r002.mzML:mz,datafile:PreIS__400_800_d201-r002.mzML:feature_state,datafile:PreIS__400_800_d201-r002.mzML:fragment_scans,datafile:PreIS__400_800_d201-r002.mzML:rt,datafile:PreIS__400_800_d201-r002.mzML:asymmetry_factor,datafile:PreIS__400_800_d201-r002.mzML:rt_range:min,datafile:PreIS__400_800_d201-r002.mzML:rt_range:max,datafile:PreIS__400_800_d201-r002.mzML:intensity_range:min,datafile:PreIS__400_800_d201-r002.mzML:intensity_range:max,datafile:PreIS__400_800_d201-r002.mzML:tailing_factor,datafile:PreIS__400_800_d201-r002.mzML:charge,datafile:PreIS__400_800_d201-r002.mzML:isotopes,datafile:PreIS__750_1150_d201-r002.mzML:mz_range:min,datafile:PreIS__750_1150_d201-r002.mzML:mz_range:max,datafile:PreIS__750_1150_d201-r002.mzML:area,datafile:PreIS__750_1150_d201-r002.mzML:fwhm,datafile:PreIS__750_1150_d201-r002.mzML:height,datafile:PreIS__750_1150_d201-r002.mzML:mz,datafile:PreIS__750_1150_d201-r002.mzML:feature_state,datafile:PreIS__750_1150_d201-r002.mzML:fragment_scans,datafile:PreIS__750_1150_d201-r002.mzML:rt,datafile:PreIS__750_1150_d201-r002.mzML:asymmetry_factor,datafile:PreIS__750_1150_d201-r002.mzML:rt_range:min,datafile:PreIS__750_1150_d201-r002.mzML:rt_range:max,datafile:PreIS__750_1150_d201-r002.mzML:intensity_range:min,datafile:PreIS__750_1150_d201-r002.mzML:intensity_range:max,datafile:PreIS__750_1150_d201-r002.mzML:tailing_factor,datafile:PreIS__750_1150_d201-r002.mzML:charge,datafile:PreIS__750_1150_d201-r002.mzML:isotopes,datafile:PreIS__750_1150_d201-r001.mzML:mz_range:min,datafile:PreIS__750_1150_d201-r001.mzML:mz_range:max,datafile:PreIS__750_1150_d201-r001.mzML:area,datafile:PreIS__750_1150_d201-r001.mzML:fwhm,datafile:PreIS__750_1150_d201-r001.mzML:height,datafile:PreIS__750_1150_d201-r001.mzML:mz,datafile:PreIS__750_1150_d201-r001.mzML:feature_state,datafile:PreIS__750_1150_d201-r001.mzML:fragment_scans,datafile:PreIS__750_1150_d201-r001.mzML:rt,datafile:PreIS__750_1150_d201-r001.mzML:asymmetry_factor,datafile:PreIS__750_1150_d201-r001.mzML:rt_range:min,datafile:PreIS__750_1150_d201-r001.mzML:rt_range:max,datafile:PreIS__750_1150_d201-r001.mzML:intensity_range:min,datafile:PreIS__750_1150_d201-r001.mzML:intensity_range:max,datafile:PreIS__750_1150_d201-r001.mzML:tailing_factor,datafile:PreIS__750_1150_d201-r001.mzML:charge,datafile:PreIS__750_1150_d201-r001.mzML:isotopes,datafile:PreIS__1100_1500_d201-r001.mzML:mz_range:min,datafile:PreIS__1100_1500_d201-r001.mzML:mz_range:max,datafile:PreIS__1100_1500_d201-r001.mzML:area,datafile:PreIS__1100_1500_d201-r001.mzML:fwhm,datafile:PreIS__1100_1500_d201-r001.mzML:height,datafile:PreIS__1100_1500_d201-r001.mzML:mz,datafile:PreIS__1100_1500_d201-r001.mzML:feature_state,datafile:PreIS__1100_1500_d201-r001.mzML:fragment_scans,datafile:PreIS__1100_1500_d201-r001.mzML:rt,datafile:PreIS__1100_1500_d201-r001.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d201-r001.mzML:rt_range:min,datafile:PreIS__1100_1500_d201-r001.mzML:rt_range:max,datafile:PreIS__1100_1500_d201-r001.mzML:intensity_range:min,datafile:PreIS__1100_1500_d201-r001.mzML:intensity_range:max,datafile:PreIS__1100_1500_d201-r001.mzML:tailing_factor,datafile:PreIS__1100_1500_d201-r001.mzML:charge,datafile:PreIS__1100_1500_d201-r001.mzML:isotopes,datafile:PreIS__1100_1500_d201-r002.mzML:mz_range:min,datafile:PreIS__1100_1500_d201-r002.mzML:mz_range:max,datafile:PreIS__1100_1500_d201-r002.mzML:area,datafile:PreIS__1100_1500_d201-r002.mzML:fwhm,datafile:PreIS__1100_1500_d201-r002.mzML:height,datafile:PreIS__1100_1500_d201-r002.mzML:mz,datafile:PreIS__1100_1500_d201-r002.mzML:feature_state,datafile:PreIS__1100_1500_d201-r002.mzML:fragment_scans,datafile:PreIS__1100_1500_d201-r002.mzML:rt,datafile:PreIS__1100_1500_d201-r002.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d201-r002.mzML:rt_range:min,datafile:PreIS__1100_1500_d201-r002.mzML:rt_range:max,datafile:PreIS__1100_1500_d201-r002.mzML:intensity_range:min,datafile:PreIS__1100_1500_d201-r002.mzML:intensity_range:max,datafile:PreIS__1100_1500_d201-r002.mzML:tailing_factor,datafile:PreIS__1100_1500_d201-r002.mzML:charge,datafile:PreIS__1100_1500_d201-r002.mzML:isotopes
111,0,823.0000,824.0000,8.52,1.7E1,5.08,8.59,,1.9E2,5.0E1,1.9E2,823.4389,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,823.0000,824.0000,1.7E1,0.07,1.9E2,823.4389,DETECTED,0,8.52,0.02,5.08,8.59,5.0E1,1.9E2,0.51,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
112,0,964.5304,964.7000,8.57,3.3E1,3.70,8.62,,5.0E2,5.2E1,5.0E2,964.5638,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,964.5304,964.7000,3.3E1,0.06,5.0E2,964.5638,DETECTED,0,8.57,0.01,3.70,8.62,5.2E1,5.0E2,0.51,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
113,0,828.7000,829.7000,8.61,1.8E1,2.66,8.65,,2.7E2,5.0E1,2.7E2,829.0148,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,828.7000,829.7000,1.8E1,0.06,2.7E2,829.0148,DETECTED,0,8.61,0.01,2.66,8.65,5.0E1,2.7E2,0.50,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
114,0,778.3991,779.5000,8.63,6.4E1,0.00,8.93,,6.9E2,5.0E1,6.9E2,778.8074,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,778.3991,779.5000,6.4E1,0.06,6.9E2,778.8074,DETECTED,0,8.63,0.43,0.00,8.93,5.0E1,6.9E2,0.59,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
115,0,932.9000,933.1000,8.98,2.8E1,7.41,9.53,,3.7E2,5.0E1,3.7E2,933.0743,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,932.9000,933.1000,2.8E1,0.06,3.7E2,933.0743,DETECTED,0,8.98,0.28,7.41,9.53,5.0E1,3.7E2,0.67,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
116,0,992.5998,992.6000,6.19,1.2E2,6.15,6.24,,2.2E3,5.6E2,2.2E3,992.5998,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,992.5998,992.6000,1.2E2,0.06,2.2E3,992.5998,DETECTED,0,6.19,1.33,6.15,6.24,5.6E2,2.2E3,1.17,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
117,0,872.8007,872.8016,6.22,1.3E1,6.18,6.27,,2.2E2,8.5E1,2.2E2,872.8009,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,872.8007,872.8016,1.3E1,0.07,2.2E2,872.8009,DETECTED,0,6.22,1.33,6.18,6.27,8.5E1,2.2E2,1.17,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
118,0,774.1000,774.7000,6.41,1.5E3,6.27,9.13,,1.6E4,5.1E1,1.6E4,774.4449,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,774.1000,774.7000,1.5E3,0.09,1.6E4,774.4449,DETECTED,0,6.41,1.91,6.27,9.13,5.1E1,1.6E4,1.43,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
119,0,775.2000,775.7000,6.48,4.2E2,3.82,10.01,,3.3E3,5.0E1,3.3E3,775.4259,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,775.2000,775.7000,4.2E2,0.15,3.3E3,775.4259,DETECTED,0,6.48,31.55,3.82,10.01,5.0E1,3.3E3,15.51,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
120,0,750.1000,750.8000,6.66,4.5E3,6.56,8.14,1,3.2E4,5.1E1,3.2E4,750.4748,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,750.1000,750.8000,4.5E3,0.14,3.2E4,750.4748,DETECTED,0,6.66,2.25,6.56,8.14,5.1E1,3.2E4,1.64,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
121,0,776.1000,776.7000,6.76,1.6E2,6.36,6.99,,1.9E3,5.0E1,1.9E3,776.5215,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,776.1000,776.7000,1.6E2,0.06,1.9E3,776.5215,DETECTED,0,6.76,1.90,6.36,6.99,5.0E1,1.9E3,1.40,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
122,0,752.3000,752.7000,7.04,3.4E1,7.00,7.32,,4.5E2,5.0E1,4.5E2,752.3519,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,752.3000,752.7000,3.4E1,0.06,4.5E2,752.3519,DETECTED,0,7.04,2.36,7.00,7.32,5.0E1,4.5E2,4.17,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
123,0,777.8000,778.4997,7.15,7.8E1,4.41,10.00,,1.2E3,5.0E1,1.2E3,778.4470,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,777.8000,778.4997,7.8E1,0.06,1.2E3,778.4470,DETECTED,0,7.15,0.02,4.41,10.00,5.0E1,1.2E3,1.80,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
124,0,979.9000,980.6000,7.22,1.3E2,7.17,7.36,,2.1E3,5.0E1,2.1E3,980.5926,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,979.9000,980.6000,1.3E2,0.06,2.1E3,980.5926,DETECTED,0,7.22,3.04,7.17,7.36,5.0E1,2.1E3,1.76,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
125,0,854.6994,854.7008,7.89,1.6E1,7.84,7.93,,2.7E2,9.8E1,2.7E2,854.7005,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,854.6994,854.7008,1.6E1,0.06,2.7E2,854.7005,DETECTED,0,7.89,0.75,7.84,7.93,9.8E1,2.7E2,0.88,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
126,0,812.6002,813.0000,8.09,1.3E2,8.02,8.17,,2.2E3,5.0E1,2.2E3,812.6060,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,812.6002,813.0000,1.3E2,0.06,2.2E3,812.6060,DETECTED,0,8.09,175.64,8.02,8.17,5.0E1,2.2E3,30.03,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
127,0,922.4864,923.1000,8.10,1.7E1,0.00,8.14,,2.8E2,5.0E1,2.8E2,922.5166,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,922.4864,923.1000,1.7E1,0.06,2.8E2,922.5166,DETECTED,0,8.10,0.00,0.00,8.14,5.0E1,2.8E2,0.50,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
128,0,955.3000,955.9001,8.19,3.4E1,7.31,9.50,,3.1E2,5.0E1,3.1E2,955.7547,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,955.3000,955.9001,3.4E1,0.06,3.1E2,955.7547,DETECTED,0,8.19,1.81,7.31,9.50,5.0E1,3.1E2,1.24,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
129,0,838.4000,838.9049,8.39,3.2E1,7.97,8.44,,4.5E2,5.0E1,4.5E2,838.8530,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,838.4000,838.9049,3.2E1,0.06,4.5E2,838.8530,DETECTED,0,8.39,0.17,7.97,8.44,5.0E1,4.5E2,0.56,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
130,0,840.5911,840.7976,8.56,4.4E1,8.49,8.59,,7.2E2,1.0E2,7.2E2,840.6384,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,840.5911,840.7976,4.4E1,0.06,7.2E2,840.6384,DETECTED,0,8.56,0.72,8.49,8.59,1.0E2,7.2E2,0.80,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
131,0,760.4000,760.6998,8.61,5.7E1,5.02,8.66,,9.9E2,5.0E1,9.9E2,760.6962,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,760.4000,760.6998,5.7E1,0.06,9.9E2,760.6962,DETECTED,0,8.61,0.01,5.02,8.66,5.0E1,9.9E2,0.51,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
132,0,792.6000,792.6001,8.84,4.2E1,8.79,8.88,,7.2E2,2.7E2,7.2E2,792.6001,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,792.6000,792.6001,4.2E1,0.06,7.2E2,792.6001,DETECTED,0,8.84,0.75,8.79,8.88,2.7E2,7.2E2,0.87,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
133,0,1088.6991,1089.1000,8.89,8.1E1,8.84,9.00,,1.2E3,1.2E2,1.2E3,1089.0426,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1088.6991,1089.1000,8.1E1,0.06,1.2E3,1089.0426,DETECTED,0,8.89,1.75,8.84,9.00,1.2E2,1.2E3,1.50,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
134,0,1115.1989,1115.1996,8.91,1.0E2,8.85,8.96,,1.8E3,2.9E2,1.8E3,1115.1993,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1115.1989,1115.1996,1.0E2,0.06,1.8E3,1115.1993,DETECTED,0,8.91,0.79,8.85,8.96,2.9E2,1.8E3,1.00,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
135,0,1090.5000,1091.6000,8.98,1.1E2,0.00,9.02,,1.9E3,5.1E1,1.9E3,1091.0961,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1090.5000,1091.6000,1.1E2,0.06,1.9E3,1091.0961,DETECTED,0,8.98,0.80,0.00,9.02,5.1E1,1.9E3,0.88,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
136,0,878.5975,878.6000,9.36,1.2E1,9.31,9.40,,1.9E2,8.2E1,1.9E2,878.5982,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,878.5975,878.6000,1.2E1,0.07,1.9E2,878.5982,DETECTED,0,9.36,0.75,9.31,9.40,8.2E1,1.9E2,0.87,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
137,0,896.7000,896.7855,9.37,4.7E1,9.27,9.41,,7.6E2,5.3E1,7.6E2,896.7788,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,896.7000,896.7855,4.7E1,0.06,7.6E2,896.7788,DETECTED,0,9.37,0.08,9.27,9.41,5.3E1,7.6E2,0.66,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
138,0,944.7410,945.4002,10.01,2.1E1,6.53,10.01,,7.8E2,1.1E2,7.8E2,945.0097,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,944.7410,945.4002,2.1E1,3.48,7.8E2,945.0097,DETECTED,0,10.01,,6.53,10.01,1.1E2,7.8E2,0.50,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
139,0,956.2000,956.8000,10.01,2.0E1,0.00,10.01,,4.9E2,5.0E1,4.9E2,956.6458,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,956.2000,956.8000,2.0E1,0.83,4.9E2,956.6458,DETECTED,0,10.01,,0.00,10.01,5.0E1,4.9E2,0.50,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
140,0,1444.7000,1444.9272,2.52,6.8E1,2.46,2.57,,1.1E3,8.0E1,1.1E3,1444.9115,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1444.7000,1444.9272,6.8E1,0.06,1.1E3,1444.9115,DETECTED,0,2.52,1.06,2.46,2.57,8.0E1,1.1E3,0.98,,,,,,,,,UNKNOWN,,,,,,,,,,
141,0,1154.9891,1154.9949,3.85,6.1E1,3.79,3.90,,1.0E3,2.1E2,1.0E3,1154.9914,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1154.9891,1154.9949,6.1E1,0.06,1.0E3,1154.9914,DETECTED,0,3.85,1.00,3.79,3.90,2.1E2,1.0E3,1.00,,,,,,,,,UNKNOWN,,,,,,,,,,
142,0,1182.6996,1182.7012,4.60,1.2E2,4.55,4.64,1,2.1E3,5.7E2,2.1E3,1182.7004,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1182.6996,1182.7012,1.2E2,0.06,2.1E3,1182.7004,DETECTED,0,4.60,0.75,4.55,4.64,5.7E2,2.1E3,0.87,1,2,,,,,,,UNKNOWN,,,,,,,,,,
143,0,1209.5925,1210.2000,5.17,1.5E1,0.56,5.21,,2.2E2,5.0E1,2.2E2,1209.6516,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1209.5925,1210.2000,1.5E1,0.07,2.2E2,1209.6516,DETECTED,0,5.17,0.01,0.56,5.21,5.0E1,2.2E2,0.50,,,,,,,,,UNKNOWN,,,,,,,,,,
144,0,1261.8000,1262.1998,5.30,5.6E1,5.25,9.99,,9.5E2,5.1E1,9.5E2,1262.1876,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1261.8000,1262.1998,5.6E1,0.06,9.5E2,1262.1876,DETECTED,0,5.30,90.08,5.25,9.99,5.1E1,9.5E2,45.25,,,,,,,,,UNKNOWN,,,,,,,,,,
145,0,1253.8000,1254.1001,5.55,6.0E1,5.09,5.82,,8.8E2,5.0E1,8.8E2,1254.0634,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1253.8000,1254.1001,6.0E1,0.06,8.8E2,1254.0634,DETECTED,0,5.55,14.82,5.09,5.82,5.0E1,8.8E2,0.68,,,,,,,,,UNKNOWN,,,,,,,,,,
146,0,1263.5000,1263.9995,5.63,9.6E1,0.00,5.73,,8.9E2,5.1E1,8.9E2,1263.9457,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1263.5000,1263.9995,9.6E1,0.12,8.9E2,1263.9457,DETECTED,0,5.63,0.02,0.00,5.73,5.1E1,8.9E2,0.51,,,,,,,,,UNKNOWN,,,,,,,,,,
147,0,1265.5394,1266.0963,5.65,4.5E1,5.60,6.11,,4.4E2,9.0E1,4.4E2,1265.6087,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1265.5394,1266.0963,4.5E1,0.06,4.4E2,1265.6087,DETECTED,0,5.65,8.75,5.60,6.11,9.0E1,4.4E2,4.87,,,,,,,,,UNKNOWN,,,,,,,,,,
148,0,1153.1000,1153.7995,3.86,6.3E1,3.79,10.01,1,8.0E2,5.1E1,8.0E2,1153.7493,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1153.1000,1153.7995,6.3E1,0.07,8.0E2,1153.7493,DETECTED,0,3.86,1.10,3.79,10.01,5.1E1,8.0E2,34.78,1,2
149,0,1181.5000,1182.1003,4.61,2.7E1,4.57,9.62,,4.2E2,5.0E1,4.2E2,1182.0551,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1181.5000,1182.1003,2.7E1,0.06,4.2E2,1182.0551,DETECTED,0,4.61,132.27,4.57,9.62,5.0E1,4.2E2,64.66,,
150,0,1227.5950,1227.5955,4.98,1.6E1,4.94,5.03,,2.7E2,9.8E1,2.7E2,1227.5954,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1227.5950,1227.5955,1.6E1,0.06,2.7E2,1227.5954,DETECTED,0,4.98,1.33,4.94,5.03,9.8E1,2.7E2,1.17,,
151,0,1255.0994,1255.0998,5.51,5.6E1,5.47,5.56,,9.7E2,2.6E2,9.7E2,1255.0997,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1255.0994,1255.0998,5.6E1,0.06,9.7E2,1255.0997,DETECTED,0,5.51,1.33,5.47,5.56,2.6E2,9.7E2,1.17,,
152,0,1253.1000,1253.8000,5.57,9.7E1,0.60,5.87,,1.5E3,5.0E1,1.5E3,1253.7360,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1253.1000,1253.8000,9.7E1,0.06,1.5E3,1253.7360,DETECTED,0,5.57,0.40,0.60,5.87,5.0E1,1.5E3,0.57,,
153,0,1238.9065,1239.2000,5.61,2.6E1,5.56,5.68,,4.2E2,5.1E1,4.2E2,1238.9254,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,1238.9065,1239.2000,2.6E1,0.06,4.2E2,1238.9254,DETECTED,0,5.61,3.69,5.56,5.68,5.1E1,4.2E2,1.12,,
