id,mz,height,intensity_range:min,intensity_range:max,rt,rt_range:min,rt_range:max,area,mz_range:min,mz_range:max,charge,datafile:PreIS__1100_1500_d171-r001.mzML:mz,datafile:PreIS__1100_1500_d171-r001.mzML:feature_state,datafile:PreIS__1100_1500_d171-r001.mzML:area,datafile:PreIS__1100_1500_d171-r001.mzML:mz_range:min,datafile:PreIS__1100_1500_d171-r001.mzML:mz_range:max,datafile:PreIS__1100_1500_d171-r001.mzML:fwhm,datafile:PreIS__1100_1500_d171-r001.mzML:tailing_factor,datafile:PreIS__1100_1500_d171-r001.mzML:height,datafile:PreIS__1100_1500_d171-r001.mzML:intensity_range:min,datafile:PreIS__1100_1500_d171-r001.mzML:intensity_range:max,datafile:PreIS__1100_1500_d171-r001.mzML:rt,datafile:PreIS__1100_1500_d171-r001.mzML:rt_range:min,datafile:PreIS__1100_1500_d171-r001.mzML:rt_range:max,datafile:PreIS__1100_1500_d171-r001.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d171-r001.mzML:isotopes,datafile:PreIS__1100_1500_d171-r001.mzML:charge,datafile:PreIS__1100_1500_d171-r002.mzML:mz,datafile:PreIS__1100_1500_d171-r002.mzML:feature_state,datafile:PreIS__1100_1500_d171-r002.mzML:area,datafile:PreIS__1100_1500_d171-r002.mzML:mz_range:min,datafile:PreIS__1100_1500_d171-r002.mzML:mz_range:max,datafile:PreIS__1100_1500_d171-r002.mzML:fwhm,datafile:PreIS__1100_1500_d171-r002.mzML:tailing_factor,datafile:PreIS__1100_1500_d171-r002.mzML:height,datafile:PreIS__1100_1500_d171-r002.mzML:intensity_range:min,datafile:PreIS__1100_1500_d171-r002.mzML:intensity_range:max,datafile:PreIS__1100_1500_d171-r002.mzML:rt,datafile:PreIS__1100_1500_d171-r002.mzML:rt_range:min,datafile:PreIS__1100_1500_d171-r002.mzML:rt_range:max,datafile:PreIS__1100_1500_d171-r002.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d171-r002.mzML:isotopes,datafile:PreIS__1100_1500_d171-r002.mzML:charge,datafile:PreIS__750_1150_d171-r001.mzML:mz,datafile:PreIS__750_1150_d171-r001.mzML:feature_state,datafile:PreIS__750_1150_d171-r001.mzML:area,datafile:PreIS__750_1150_d171-r001.mzML:mz_range:min,datafile:PreIS__750_1150_d171-r001.mzML:mz_range:max,datafile:PreIS__750_1150_d171-r001.mzML:fwhm,datafile:PreIS__750_1150_d171-r001.mzML:tailing_factor,datafile:PreIS__750_1150_d171-r001.mzML:height,datafile:PreIS__750_1150_d171-r001.mzML:intensity_range:min,datafile:PreIS__750_1150_d171-r001.mzML:intensity_range:max,datafile:PreIS__750_1150_d171-r001.mzML:rt,datafile:PreIS__750_1150_d171-r001.mzML:rt_range:min,datafile:PreIS__750_1150_d171-r001.mzML:rt_range:max,datafile:PreIS__750_1150_d171-r001.mzML:asymmetry_factor,datafile:PreIS__750_1150_d171-r001.mzML:isotopes,datafile:PreIS__750_1150_d171-r001.mzML:charge,datafile:PreIS__400_800_d171-r002.mzML:mz,datafile:PreIS__400_800_d171-r002.mzML:feature_state,datafile:PreIS__400_800_d171-r002.mzML:area,datafile:PreIS__400_800_d171-r002.mzML:mz_range:min,datafile:PreIS__400_800_d171-r002.mzML:mz_range:max,datafile:PreIS__400_800_d171-r002.mzML:fwhm,datafile:PreIS__400_800_d171-r002.mzML:tailing_factor,datafile:PreIS__400_800_d171-r002.mzML:height,datafile:PreIS__400_800_d171-r002.mzML:intensity_range:min,datafile:PreIS__400_800_d171-r002.mzML:intensity_range:max,datafile:PreIS__400_800_d171-r002.mzML:rt,datafile:PreIS__400_800_d171-r002.mzML:rt_range:min,datafile:PreIS__400_800_d171-r002.mzML:rt_range:max,datafile:PreIS__400_800_d171-r002.mzML:asymmetry_factor,datafile:PreIS__400_800_d171-r002.mzML:isotopes,datafile:PreIS__400_800_d171-r002.mzML:charge,datafile:PreIS__750_1150_d171-r002.mzML:mz,datafile:PreIS__750_1150_d171-r002.mzML:feature_state,datafile:PreIS__750_1150_d171-r002.mzML:area,datafile:PreIS__750_1150_d171-r002.mzML:mz_range:min,datafile:PreIS__750_1150_d171-r002.mzML:mz_range:max,datafile:PreIS__750_1150_d171-r002.mzML:fwhm,datafile:PreIS__750_1150_d171-r002.mzML:tailing_factor,datafile:PreIS__750_1150_d171-r002.mzML:height,datafile:PreIS__750_1150_d171-r002.mzML:intensity_range:min,datafile:PreIS__750_1150_d171-r002.mzML:intensity_range:max,datafile:PreIS__750_1150_d171-r002.mzML:rt,datafile:PreIS__750_1150_d171-r002.mzML:rt_range:min,datafile:PreIS__750_1150_d171-r002.mzML:rt_range:max,datafile:PreIS__750_1150_d171-r002.mzML:asymmetry_factor,datafile:PreIS__750_1150_d171-r002.mzML:isotopes,datafile:PreIS__750_1150_d171-r002.mzML:charge,datafile:PreIS__400_800_d171-r001.mzML:mz,datafile:PreIS__400_800_d171-r001.mzML:feature_state,datafile:PreIS__400_800_d171-r001.mzML:area,datafile:PreIS__400_800_d171-r001.mzML:mz_range:min,datafile:PreIS__400_800_d171-r001.mzML:mz_range:max,datafile:PreIS__400_800_d171-r001.mzML:fwhm,datafile:PreIS__400_800_d171-r001.mzML:tailing_factor,datafile:PreIS__400_800_d171-r001.mzML:height,datafile:PreIS__400_800_d171-r001.mzML:intensity_range:min,datafile:PreIS__400_800_d171-r001.mzML:intensity_range:max,datafile:PreIS__400_800_d171-r001.mzML:rt,datafile:PreIS__400_800_d171-r001.mzML:rt_range:min,datafile:PreIS__400_800_d171-r001.mzML:rt_range:max,datafile:PreIS__400_800_d171-r001.mzML:asymmetry_factor,datafile:PreIS__400_800_d171-r001.mzML:isotopes,datafile:PreIS__400_800_d171-r001.mzML:charge
128,689.4070,3.3E3,3.0E2,3.3E3,5.89,5.73,6.01,4.8E2,688.8976,689.6931,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,689.4070,DETECTED,4.8E2,688.8976,689.6931,0.09,0.87,3.3E3,3.0E2,3.3E3,5.89,5.73,6.01,0.71,2,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
129,522.2027,1.6E3,5.4E2,1.6E3,6.14,6.08,6.17,9.0E1,522.2017,522.3674,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,522.2027,DETECTED,9.0E1,522.2017,522.3674,0.06,0.87,1.6E3,5.4E2,1.6E3,6.14,6.08,6.17,0.75,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
130,518.4351,1.6E3,2.3E2,1.6E3,6.19,6.12,6.25,1.1E2,518.2948,518.5000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,518.4351,DETECTED,1.1E2,518.2948,518.5000,0.07,1.00,1.6E3,2.3E2,1.6E3,6.19,6.12,6.25,0.83,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
131,506.3762,5.0E3,8.3E1,5.0E3,6.42,6.36,6.50,3.1E2,506.2166,506.4165,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,506.3762,DETECTED,3.1E2,506.2166,506.4165,0.06,0.99,5.0E3,8.3E1,5.0E3,6.42,6.36,6.50,0.96,2,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
132,524.2726,5.4E3,1.8E2,5.4E3,6.42,6.36,6.50,3.8E2,524.1344,524.6001,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,524.2726,DETECTED,3.8E2,524.1344,524.6001,0.07,1.16,5.4E3,1.8E2,5.4E3,6.42,6.36,6.50,1.32,2,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
133,534.5787,2.6E3,6.1E1,2.6E3,6.98,6.93,7.04,1.5E2,534.3325,534.6871,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,534.5787,DETECTED,1.5E2,534.3325,534.6871,0.06,0.99,2.6E3,6.1E1,2.6E3,6.98,6.93,7.04,1.19,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
134,552.4563,3.2E3,1.9E2,3.2E3,6.98,6.91,7.04,2.1E2,552.3991,552.6325,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,552.4563,DETECTED,2.1E2,552.3991,552.6325,0.07,0.90,3.2E3,1.9E2,3.2E3,6.98,6.91,7.04,0.77,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
135,646.4930,9.1E2,2.2E2,9.1E2,7.15,7.11,7.20,5.2E1,646.4737,646.4967,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,646.4930,DETECTED,5.2E1,646.4737,646.4967,0.06,1.17,9.1E2,2.2E2,9.1E2,7.15,7.11,7.20,1.33,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
136,764.6524,1.2E3,9.5E1,1.2E3,7.19,7.13,7.25,7.4E1,764.6003,764.7020,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,764.6524,DETECTED,7.4E1,764.6003,764.7020,0.06,1.01,1.2E3,9.5E1,1.2E3,7.19,7.13,7.25,1.28,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
137,782.6984,1.8E3,6.2E2,1.8E3,7.21,7.17,7.26,1.0E2,782.6978,782.6989,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,782.6984,DETECTED,1.0E2,782.6978,782.6989,0.06,1.17,1.8E3,6.2E2,1.8E3,7.21,7.17,7.26,1.33,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
138,778.6840,6.7E2,1.5E2,6.7E2,7.34,7.30,7.42,4.9E1,778.4973,778.7990,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,778.6840,DETECTED,4.9E1,778.4973,778.7990,0.08,1.50,6.7E2,1.5E2,6.7E2,7.34,7.30,7.42,2.00,2,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
139,778.6840,6.7E2,1.5E2,6.7E2,7.34,7.30,7.42,4.9E1,778.4973,778.7990,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,778.6840,DETECTED,4.9E1,778.4973,778.7990,0.08,1.50,6.7E2,1.5E2,6.7E2,7.34,7.30,7.42,2.00,2,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
140,796.4012,8.5E2,5.6E1,8.5E2,7.36,7.30,7.41,4.9E1,796.3962,796.6000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,796.4012,DETECTED,4.9E1,796.3962,796.6000,0.06,0.88,8.5E2,5.6E1,8.5E2,7.36,7.30,7.41,0.73,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
141,752.7771,6.3E2,8.1E1,6.3E2,7.38,7.33,7.46,4.2E1,752.6835,752.8904,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,752.7771,DETECTED,4.2E1,752.6835,752.8904,0.06,1.25,6.3E2,8.1E1,6.3E2,7.38,7.33,7.46,1.41,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
142,770.6568,2.1E3,1.9E2,2.1E3,7.38,7.33,7.45,1.3E2,770.5743,771.3072,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,770.6568,DETECTED,1.3E2,770.5743,771.3072,0.06,1.31,2.1E3,1.9E2,2.1E3,7.38,7.33,7.45,1.36,2,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
143,797.8461,1.2E3,5.5E2,1.2E3,7.45,7.34,7.49,1.3E2,797.7972,797.8978,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,797.8461,DETECTED,1.3E2,797.7972,797.8978,0.11,0.69,1.2E3,5.5E2,1.2E3,7.45,7.34,7.49,0.37,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
144,614.6817,7.6E2,1.4E2,7.6E2,7.50,7.45,7.56,4.8E1,614.6418,614.6873,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,614.6817,DETECTED,4.8E1,614.6418,614.6873,0.06,1.13,7.6E2,1.4E2,7.6E2,7.50,7.45,7.56,1.09,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
145,562.6023,2.7E3,3.0E2,2.7E3,7.51,7.46,7.56,1.6E2,562.6010,562.7199,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,562.6023,DETECTED,1.6E2,562.6010,562.7199,0.06,1.00,2.7E3,3.0E2,2.7E3,7.51,7.46,7.56,1.32,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
146,580.1737,1.9E3,3.4E2,1.9E3,7.52,7.47,7.58,1.1E2,580.0872,580.3729,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,580.1737,DETECTED,1.1E2,580.0872,580.3729,0.06,1.00,1.9E3,3.4E2,1.9E3,7.52,7.47,7.58,1.22,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
147,784.6833,3.2E3,1.4E2,3.2E3,7.64,7.55,7.68,1.9E2,784.2006,784.7108,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,784.6833,DETECTED,1.9E2,784.2006,784.7108,0.06,0.76,3.2E3,1.4E2,3.2E3,7.64,7.55,7.68,0.77,2,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
148,766.5066,1.2E3,7.9E1,1.2E3,7.65,7.59,7.71,7.4E1,766.1000,766.5867,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,766.5066,DETECTED,7.4E1,766.1000,766.5867,0.06,0.99,1.2E3,7.9E1,1.2E3,7.65,7.59,7.71,0.79,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
149,796.4999,8.9E2,2.4E2,8.9E2,7.74,7.69,7.78,5.1E1,796.4306,796.5007,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,796.4999,DETECTED,5.1E1,796.4306,796.5007,0.06,0.88,8.9E2,2.4E2,8.9E2,7.74,7.69,7.78,0.75,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
150,628.5972,1.1E4,7.6E1,1.1E4,7.76,7.69,7.84,7.2E2,628.2693,628.7000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,628.5972,DETECTED,7.2E2,628.2693,628.7000,0.06,1.28,1.1E4,7.6E1,1.1E4,7.76,7.69,7.84,1.51,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
151,646.5541,1.2E4,5.0E1,1.2E4,7.76,7.69,7.85,7.9E2,646.2000,646.6231,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,646.5541,DETECTED,7.9E2,646.2000,646.6231,0.06,1.20,1.2E4,5.0E1,1.2E4,7.76,7.69,7.85,1.35,2,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
152,620.4875,1.1E4,1.7E2,1.1E4,7.80,7.74,7.87,6.3E2,620.4274,620.7000,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,620.4875,DETECTED,6.3E2,620.4274,620.7000,0.06,1.00,1.1E4,1.7E2,1.1E4,7.80,7.74,7.87,1.12,2,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
153,602.4705,1.2E4,6.8E1,1.2E4,7.81,7.73,7.87,7.2E2,601.8000,602.4982,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,602.4705,DETECTED,7.2E2,601.8000,602.4982,0.06,0.98,1.2E4,6.8E1,1.2E4,7.81,7.73,7.87,0.95,2,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
154,620.1900,3.1E3,5.8E1,3.1E3,7.84,7.82,7.87,6.4E1,619.5593,620.2000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,620.1900,DETECTED,6.4E1,619.5593,620.2000,0.03,1.57,3.1E3,5.8E1,3.1E3,7.84,7.82,7.87,2.00,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
155,780.9379,4.2E3,1.7E2,4.2E3,7.89,7.81,7.95,3.0E2,780.6675,781.0000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,780.9379,DETECTED,3.0E2,780.6675,781.0000,0.08,1.01,4.2E3,1.7E2,4.2E3,7.89,7.81,7.95,0.88,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
156,798.6833,1.1E4,8.7E2,1.1E4,7.89,7.81,7.95,7.6E2,798.5726,798.9491,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,798.6833,DETECTED,7.6E2,798.5726,798.9491,0.06,0.87,1.1E4,8.7E2,1.1E4,7.89,7.81,7.95,0.79,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
157,598.7176,2.0E3,4.4E2,2.0E3,7.94,7.90,8.02,1.3E2,598.4000,598.8000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,598.7176,DETECTED,1.3E2,598.4000,598.8000,0.06,1.50,2.0E3,4.4E2,2.0E3,7.94,7.90,8.02,2.00,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
158,616.5240,2.8E4,5.0E1,2.8E4,7.97,7.89,8.13,2.5E3,616.2000,616.5956,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,616.5240,DETECTED,2.5E3,616.2000,616.5956,0.07,1.71,2.8E4,5.0E1,2.8E4,7.97,7.89,8.13,2.67,2,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
159,634.5657,2.8E4,3.2E2,2.8E4,7.97,7.85,8.12,2.8E3,634.5330,634.7005,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,634.5657,DETECTED,2.8E3,634.5330,634.7005,0.11,1.44,2.8E4,3.2E2,2.8E4,7.97,7.85,8.12,2.26,2,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
160,642.8990,1.2E3,3.0E2,1.2E3,8.00,7.95,8.04,7.0E1,642.8267,642.8991,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,642.8990,DETECTED,7.0E1,642.8267,642.8991,0.06,0.88,1.2E3,3.0E2,1.2E3,8.00,7.95,8.04,0.75,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
161,590.4634,3.2E4,5.0E1,3.2E4,8.02,7.89,8.12,2.3E3,590.3000,590.7003,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,590.4634,DETECTED,2.3E3,590.3000,590.7003,0.06,0.92,3.2E4,5.0E1,3.2E4,8.02,7.89,8.12,0.90,2,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
162,608.5118,3.6E4,5.3E1,3.6E4,8.02,7.90,8.09,2.4E3,608.4000,608.7088,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,608.5118,DETECTED,2.4E3,608.4000,608.7088,0.07,0.95,3.6E4,5.3E1,3.6E4,8.02,7.90,8.09,0.80,2,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
163,646.5933,8.3E2,5.9E1,8.3E2,8.07,8.00,8.11,4.9E1,646.4737,646.5999,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,646.5933,DETECTED,4.9E1,646.4737,646.5999,0.06,0.87,8.3E2,5.9E1,8.3E2,8.07,8.00,8.11,0.77,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
164,586.6986,8.7E2,2.7E2,8.7E2,8.24,8.20,8.29,5.0E1,586.6944,587.3035,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,586.6986,DETECTED,5.0E1,586.6944,587.3035,0.06,1.17,8.7E2,2.7E2,8.7E2,8.24,8.20,8.29,1.33,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
165,622.3981,3.2E4,2.3E2,3.2E4,8.25,8.17,8.35,2.1E3,622.3543,622.6004,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,622.3981,DETECTED,2.1E3,622.3543,622.6004,0.06,1.14,3.2E4,2.3E2,3.2E4,8.25,8.17,8.35,1.28,2,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
166,634.3197,3.8E3,4.0E2,3.8E3,8.25,8.20,8.32,2.3E2,634.2999,634.5434,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,634.3197,DETECTED,2.3E2,634.2999,634.5434,0.06,1.12,3.8E3,4.0E2,3.8E3,8.25,8.20,8.32,1.00,2,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
167,586.2042,1.4E3,1.2E2,1.4E3,8.26,8.19,8.32,8.7E1,586.1947,586.3010,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,586.2042,DETECTED,8.7E1,586.1947,586.3010,0.06,0.79,1.4E3,1.2E2,1.4E3,8.26,8.19,8.32,0.56,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
168,604.6281,4.1E4,4.9E2,4.1E4,8.26,8.19,8.34,2.6E3,604.3814,604.7000,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,604.6281,DETECTED,2.6E3,604.3814,604.7000,0.06,0.95,4.1E4,4.9E2,4.1E4,8.26,8.19,8.34,1.00,2,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
169,600.8626,9.5E2,2.1E2,9.5E2,8.28,8.22,8.33,5.8E1,600.6946,601.6003,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,600.8626,DETECTED,5.8E1,600.6946,601.6003,0.07,1.00,9.5E2,2.1E2,9.5E2,8.28,8.22,8.33,1.00,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
170,630.5212,7.4E4,3.6E2,7.4E4,8.29,8.17,8.41,4.9E3,630.4774,630.7999,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,630.5212,DETECTED,4.9E3,630.4774,630.7999,0.06,1.11,7.4E4,3.6E2,7.4E4,8.29,8.17,8.41,1.14,3,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
171,648.5048,5.5E4,8.2E1,5.5E4,8.29,8.16,8.38,3.7E3,648.3000,648.6466,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,648.5048,DETECTED,3.7E3,648.3000,648.6466,0.06,1.01,5.5E4,8.2E1,5.5E4,8.29,8.16,8.38,1.03,3,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
172,600.3035,9.6E2,3.4E2,9.6E2,8.32,8.26,8.35,5.5E1,600.2758,600.3130,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,600.3035,DETECTED,5.5E1,600.2758,600.3130,0.06,0.87,9.6E2,3.4E2,9.6E2,8.32,8.26,8.35,0.75,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
173,773.8693,5.6E2,5.3E1,5.6E2,8.34,8.29,8.38,3.3E1,773.1000,773.8880,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,773.8693,DETECTED,3.3E1,773.1000,773.8880,0.06,0.88,5.6E2,5.3E1,5.6E2,8.34,8.29,8.38,0.75,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
