id,rt,area,mz_range:min,mz_range:max,intensity_range:min,intensity_range:max,charge,height,rt_range:min,rt_range:max,mz,datafile:PreIS__1100_1500_t180-r001.mzML:rt,datafile:PreIS__1100_1500_t180-r001.mzML:feature_state,datafile:PreIS__1100_1500_t180-r001.mzML:area,datafile:PreIS__1100_1500_t180-r001.mzML:mz_range:min,datafile:PreIS__1100_1500_t180-r001.mzML:mz_range:max,datafile:PreIS__1100_1500_t180-r001.mzML:intensity_range:min,datafile:PreIS__1100_1500_t180-r001.mzML:intensity_range:max,datafile:PreIS__1100_1500_t180-r001.mzML:fwhm,datafile:PreIS__1100_1500_t180-r001.mzML:charge,datafile:PreIS__1100_1500_t180-r001.mzML:rt_range:min,datafile:PreIS__1100_1500_t180-r001.mzML:rt_range:max,datafile:PreIS__1100_1500_t180-r001.mzML:height,datafile:PreIS__1100_1500_t180-r001.mzML:isotopes,datafile:PreIS__1100_1500_t180-r001.mzML:tailing_factor,datafile:PreIS__1100_1500_t180-r001.mzML:asymmetry_factor,datafile:PreIS__1100_1500_t180-r001.mzML:mz,datafile:PreIS__1100_1500_t180-r002.mzML:rt,datafile:PreIS__1100_1500_t180-r002.mzML:feature_state,datafile:PreIS__1100_1500_t180-r002.mzML:area,datafile:PreIS__1100_1500_t180-r002.mzML:mz_range:min,datafile:PreIS__1100_1500_t180-r002.mzML:mz_range:max,datafile:PreIS__1100_1500_t180-r002.mzML:intensity_range:min,datafile:PreIS__1100_1500_t180-r002.mzML:intensity_range:max,datafile:PreIS__1100_1500_t180-r002.mzML:fwhm,datafile:PreIS__1100_1500_t180-r002.mzML:charge,datafile:PreIS__1100_1500_t180-r002.mzML:rt_range:min,datafile:PreIS__1100_1500_t180-r002.mzML:rt_range:max,datafile:PreIS__1100_1500_t180-r002.mzML:height,datafile:PreIS__1100_1500_t180-r002.mzML:isotopes,datafile:PreIS__1100_1500_t180-r002.mzML:tailing_factor,datafile:PreIS__1100_1500_t180-r002.mzML:asymmetry_factor,datafile:PreIS__1100_1500_t180-r002.mzML:mz,datafile:PreIS__750_1150_t180-r002.mzML:rt,datafile:PreIS__750_1150_t180-r002.mzML:feature_state,datafile:PreIS__750_1150_t180-r002.mzML:area,datafile:PreIS__750_1150_t180-r002.mzML:mz_range:min,datafile:PreIS__750_1150_t180-r002.mzML:mz_range:max,datafile:PreIS__750_1150_t180-r002.mzML:intensity_range:min,datafile:PreIS__750_1150_t180-r002.mzML:intensity_range:max,datafile:PreIS__750_1150_t180-r002.mzML:fwhm,datafile:PreIS__750_1150_t180-r002.mzML:charge,datafile:PreIS__750_1150_t180-r002.mzML:rt_range:min,datafile:PreIS__750_1150_t180-r002.mzML:rt_range:max,datafile:PreIS__750_1150_t180-r002.mzML:height,datafile:PreIS__750_1150_t180-r002.mzML:isotopes,datafile:PreIS__750_1150_t180-r002.mzML:tailing_factor,datafile:PreIS__750_1150_t180-r002.mzML:asymmetry_factor,datafile:PreIS__750_1150_t180-r002.mzML:mz,datafile:PreIS__400_800_t180-r002.mzML:rt,datafile:PreIS__400_800_t180-r002.mzML:feature_state,datafile:PreIS__400_800_t180-r002.mzML:area,datafile:PreIS__400_800_t180-r002.mzML:mz_range:min,datafile:PreIS__400_800_t180-r002.mzML:mz_range:max,datafile:PreIS__400_800_t180-r002.mzML:intensity_range:min,datafile:PreIS__400_800_t180-r002.mzML:intensity_range:max,datafile:PreIS__400_800_t180-r002.mzML:fwhm,datafile:PreIS__400_800_t180-r002.mzML:charge,datafile:PreIS__400_800_t180-r002.mzML:rt_range:min,datafile:PreIS__400_800_t180-r002.mzML:rt_range:max,datafile:PreIS__400_800_t180-r002.mzML:height,datafile:PreIS__400_800_t180-r002.mzML:isotopes,datafile:PreIS__400_800_t180-r002.mzML:tailing_factor,datafile:PreIS__400_800_t180-r002.mzML:asymmetry_factor,datafile:PreIS__400_800_t180-r002.mzML:mz,datafile:PreIS__750_1150_t180-r001.mzML:rt,datafile:PreIS__750_1150_t180-r001.mzML:feature_state,datafile:PreIS__750_1150_t180-r001.mzML:area,datafile:PreIS__750_1150_t180-r001.mzML:mz_range:min,datafile:PreIS__750_1150_t180-r001.mzML:mz_range:max,datafile:PreIS__750_1150_t180-r001.mzML:intensity_range:min,datafile:PreIS__750_1150_t180-r001.mzML:intensity_range:max,datafile:PreIS__750_1150_t180-r001.mzML:fwhm,datafile:PreIS__750_1150_t180-r001.mzML:charge,datafile:PreIS__750_1150_t180-r001.mzML:rt_range:min,datafile:PreIS__750_1150_t180-r001.mzML:rt_range:max,datafile:PreIS__750_1150_t180-r001.mzML:height,datafile:PreIS__750_1150_t180-r001.mzML:isotopes,datafile:PreIS__750_1150_t180-r001.mzML:tailing_factor,datafile:PreIS__750_1150_t180-r001.mzML:asymmetry_factor,datafile:PreIS__750_1150_t180-r001.mzML:mz,datafile:PreIS__400_800_t180-r001.mzML:rt,datafile:PreIS__400_800_t180-r001.mzML:feature_state,datafile:PreIS__400_800_t180-r001.mzML:area,datafile:PreIS__400_800_t180-r001.mzML:mz_range:min,datafile:PreIS__400_800_t180-r001.mzML:mz_range:max,datafile:PreIS__400_800_t180-r001.mzML:intensity_range:min,datafile:PreIS__400_800_t180-r001.mzML:intensity_range:max,datafile:PreIS__400_800_t180-r001.mzML:fwhm,datafile:PreIS__400_800_t180-r001.mzML:charge,datafile:PreIS__400_800_t180-r001.mzML:rt_range:min,datafile:PreIS__400_800_t180-r001.mzML:rt_range:max,datafile:PreIS__400_800_t180-r001.mzML:height,datafile:PreIS__400_800_t180-r001.mzML:isotopes,datafile:PreIS__400_800_t180-r001.mzML:tailing_factor,datafile:PreIS__400_800_t180-r001.mzML:asymmetry_factor,datafile:PreIS__400_800_t180-r001.mzML:mz
487,8.42,3.1E2,662.3000,662.5087,5.0E1,5.1E3,,5.1E3,8.37,8.50,662.4867,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.42,DETECTED,3.1E2,662.3000,662.5087,5.0E1,5.1E3,0.06,,8.37,8.50,5.1E3,,1.08,1.05,662.4867,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
488,8.43,1.9E2,644.1076,644.6000,7.0E1,3.1E3,,3.1E3,8.38,8.51,644.2045,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.43,DETECTED,1.9E2,644.1076,644.6000,7.0E1,3.1E3,0.06,,8.38,8.51,3.1E3,,1.09,1.30,644.2045,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
489,8.47,5.0E2,648.5326,648.6999,5.6E2,6.5E3,1,6.5E3,8.42,8.59,648.5822,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.47,DETECTED,5.0E2,648.5326,648.6999,5.6E2,6.5E3,0.06,1,8.42,8.59,6.5E3,2,1.53,2.40,648.5822,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
490,8.48,8.2E3,636.4000,636.7000,1.4E2,1.2E5,1,1.2E5,8.37,8.60,636.4961,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.48,DETECTED,8.2E3,636.4000,636.7000,1.4E2,1.2E5,0.07,1,8.37,8.60,1.2E5,2,1.01,1.15,636.4961,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
491,8.48,1.8E2,666.1982,666.3986,2.3E2,3.0E3,,3.0E3,8.42,8.54,666.3691,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.48,DETECTED,1.8E2,666.1982,666.3986,2.3E2,3.0E3,0.06,,8.42,8.54,3.0E3,,0.97,1.05,666.3691,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
492,8.50,1.0E4,618.0000,618.5171,1.2E2,1.5E5,1,1.5E5,8.37,8.59,618.4804,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.50,DETECTED,1.0E4,618.0000,618.5171,1.2E2,1.5E5,0.07,1,8.37,8.59,1.5E5,3,0.97,0.84,618.4804,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
493,8.55,9.5E1,650.5260,650.7908,1.7E2,1.2E3,,1.2E3,8.45,8.60,650.6404,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.55,DETECTED,9.5E1,650.5260,650.7908,1.7E2,1.2E3,0.08,,8.45,8.60,1.2E3,,0.75,0.53,650.6404,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
494,8.55,1.0E3,668.2994,668.7000,1.8E2,1.3E4,1,1.3E4,8.46,8.67,668.6260,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.55,DETECTED,1.0E3,668.2994,668.7000,1.8E2,1.3E4,0.07,1,8.46,8.67,1.3E4,2,0.97,0.93,668.6260,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
495,8.55,5.0E1,699.4262,699.7002,3.2E2,8.6E2,,8.6E2,8.50,8.59,699.7000,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.55,DETECTED,5.0E1,699.4262,699.7002,3.2E2,8.6E2,0.06,,8.50,8.59,8.6E2,,0.88,0.75,699.7000,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
496,8.67,8.6E1,676.4439,677.0000,5.2E1,1.5E3,,1.5E3,8.61,8.73,676.5366,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.67,DETECTED,8.6E1,676.4439,677.0000,5.2E1,1.5E3,0.06,,8.61,8.73,1.5E3,,1.15,1.28,676.5366,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
497,8.73,5.2E1,581.8000,582.6000,5.0E1,1.7E3,,1.7E3,8.69,8.76,581.8207,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.73,DETECTED,5.2E1,581.8000,582.6000,5.0E1,1.7E3,0.03,,8.69,8.76,1.7E3,,0.66,0.31,581.8207,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
498,8.73,3.5E4,632.3000,632.7000,6.0E1,5.1E5,1,5.1E5,8.60,8.83,632.5026,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.73,DETECTED,3.5E4,632.3000,632.7000,6.0E1,5.1E5,0.07,1,8.60,8.83,5.1E5,4,0.91,0.81,632.5026,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
499,8.73,3.1E4,650.3016,650.7908,5.4E1,4.4E5,1,4.4E5,8.60,8.87,650.5251,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.73,DETECTED,3.1E4,650.3016,650.7908,5.4E1,4.4E5,0.07,1,8.60,8.87,4.4E5,4,0.93,0.83,650.5251,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
500,8.74,9.7E1,581.2906,581.8000,2.5E2,1.7E3,,1.7E3,8.65,8.77,581.5037,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.74,DETECTED,9.7E1,581.2906,581.8000,2.5E2,1.7E3,0.10,,8.65,8.77,1.7E3,,0.64,1.88,581.5037,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
501,8.76,8.0E1,606.7309,606.8000,4.4E2,1.4E3,,1.4E3,8.72,8.81,606.8000,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.76,DETECTED,8.0E1,606.7309,606.8000,4.4E2,1.4E3,0.06,,8.72,8.81,1.4E3,,1.17,1.33,606.8000,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
502,8.77,7.7E1,539.4053,539.5000,5.0E1,1.3E3,,1.3E3,8.69,8.82,539.4214,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.77,DETECTED,7.7E1,539.4053,539.5000,5.0E1,1.3E3,0.06,,8.69,8.82,1.3E3,,1.00,0.83,539.4214,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
503,8.86,9.6E1,648.2231,648.5526,6.4E1,1.5E3,,1.5E3,8.78,8.93,648.4267,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.86,DETECTED,9.6E1,648.2231,648.5526,6.4E1,1.5E3,0.06,,8.78,8.93,1.5E3,,1.02,1.06,648.4267,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
504,8.90,1.0E2,539.4011,539.4442,4.3E2,1.8E3,,1.8E3,8.86,8.95,539.4018,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.90,DETECTED,1.0E2,539.4011,539.4442,4.3E2,1.8E3,0.06,,8.86,8.95,1.8E3,,1.17,1.33,539.4018,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
505,8.90,1.6E1,665.4000,665.5156,1.0E2,6.0E2,,6.0E2,8.85,8.91,665.4643,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.90,DETECTED,1.6E1,665.4000,665.5156,1.0E2,6.0E2,0.03,,8.85,8.91,6.0E2,,0.62,0.30,665.4643,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
506,8.91,8.7E1,566.4000,566.5108,5.6E1,1.4E3,,1.4E3,8.85,8.96,566.4995,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.91,DETECTED,8.7E1,566.4000,566.5108,5.6E1,1.4E3,0.06,,8.85,8.96,1.4E3,,1.00,1.06,566.4995,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
507,8.91,1.6E2,622.4677,622.9000,3.4E2,2.6E3,1,2.6E3,8.85,8.95,622.5235,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.91,DETECTED,1.6E2,622.4677,622.9000,3.4E2,2.6E3,0.06,1,8.85,8.95,2.6E3,2,0.80,0.73,622.5235,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
508,8.95,1.4E3,646.0000,646.6000,5.1E1,1.9E4,1,1.9E4,8.85,9.04,646.4860,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.95,DETECTED,1.4E3,646.0000,646.6000,5.1E1,1.9E4,0.07,1,8.85,9.04,1.9E4,2,0.87,0.79,646.4860,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
509,8.96,1.5E3,664.2000,664.8998,5.1E1,2.2E4,1,2.2E4,8.83,9.04,664.5237,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.96,DETECTED,1.5E3,664.2000,664.8998,5.1E1,2.2E4,0.06,1,8.83,9.04,2.2E4,2,0.77,0.57,664.5237,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
510,9.09,7.9E1,636.4987,636.6000,5.2E1,1.4E3,,1.4E3,9.04,9.16,636.5019,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,9.09,DETECTED,7.9E1,636.4987,636.6000,5.2E1,1.4E3,0.06,,9.04,9.16,1.4E3,,0.87,0.72,636.5019,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
511,9.12,2.1E2,539.3000,539.4442,8.0E2,3.7E3,,3.7E3,9.07,9.17,539.3002,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,9.12,DETECTED,2.1E2,539.3000,539.4442,8.0E2,3.7E3,0.06,,9.07,9.17,3.7E3,,1.00,1.00,539.3002,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
512,9.16,2.9E2,678.2432,678.6998,1.5E2,3.7E3,,3.7E3,9.05,9.24,678.6560,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,9.16,DETECTED,2.9E2,678.2432,678.6998,1.5E2,3.7E3,0.06,,9.05,9.24,3.7E3,,0.81,0.61,678.6560,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
513,9.17,4.1E2,660.2325,660.7725,1.1E2,6.6E3,,6.6E3,9.08,9.25,660.3013,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,9.17,DETECTED,4.1E2,660.2325,660.7725,1.1E2,6.6E3,0.06,,9.08,9.25,6.6E3,,0.88,1.05,660.3013,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
514,9.26,7.9E2,565.1194,565.6000,2.4E3,9.5E3,1,9.5E3,9.22,9.34,565.4276,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,9.26,DETECTED,7.9E2,565.1194,565.6000,2.4E3,9.5E3,0.11,1,9.22,9.34,9.5E3,2,1.50,2.00,565.4276,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
515,9.28,1.2E4,537.3121,537.4760,1.6E4,6.8E4,1,6.8E4,9.11,9.39,537.4153,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,9.28,DETECTED,1.2E4,537.3121,537.4760,1.6E4,6.8E4,0.15,1,9.11,9.39,6.8E4,3,0.85,0.69,537.4153,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
516,9.35,4.4E2,650.3311,650.7994,1.2E2,6.7E3,,6.7E3,9.29,9.43,650.6287,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,9.35,DETECTED,4.4E2,650.3311,650.7994,1.2E2,6.7E3,0.06,,9.29,9.43,6.7E3,,1.27,1.39,650.6287,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
517,9.44,1.2E2,536.0620,536.2000,5.0E2,2.0E3,,2.0E3,9.39,9.48,536.1997,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,9.44,DETECTED,1.2E2,536.0620,536.2000,5.0E2,2.0E3,0.06,,9.39,9.48,2.0E3,,0.87,0.75,536.1997,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
518,9.59,1.1E2,520.2106,520.3997,1.1E2,2.0E3,,2.0E3,9.55,9.65,520.3996,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,9.59,DETECTED,1.1E2,520.2106,520.3997,1.1E2,2.0E3,0.06,,9.55,9.65,2.0E3,,1.17,1.26,520.3996,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
519,9.63,7.1E1,548.3443,548.4059,4.0E2,1.2E3,,1.2E3,9.57,9.66,548.3604,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,9.63,DETECTED,7.1E1,548.3443,548.4059,4.0E2,1.2E3,0.06,,9.57,9.66,1.2E3,,0.87,0.75,548.3604,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
520,9.74,4.4E1,712.7000,712.9000,2.8E2,7.5E2,,7.5E2,9.70,9.79,712.9000,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,9.74,DETECTED,4.4E1,712.7000,712.9000,2.8E2,7.5E2,0.06,,9.70,9.79,7.5E2,,1.17,1.33,712.9000,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
521,9.78,2.1E3,565.2000,565.7000,5.5E3,1.9E4,1,1.9E4,9.70,9.89,565.4411,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,9.78,DETECTED,2.1E3,565.2000,565.7000,5.5E3,1.9E4,0.10,1,9.70,9.89,1.9E4,2,1.17,1.33,565.4411,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
522,0.64,3.4E1,1020.0980,1020.1317,1.6E2,5.8E2,,5.8E2,0.58,0.68,1020.0990,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.64,DETECTED,3.4E1,1020.0980,1020.1317,1.6E2,5.8E2,0.06,,0.58,0.68,5.8E2,,0.87,0.75,1020.0990,,UNKNOWN,,,,,,,,,,,,,,
523,3.84,1.2E2,1135.8760,1136.0568,3.5E2,1.8E3,,1.8E3,3.79,3.91,1135.9508,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,3.84,DETECTED,1.2E2,1135.8760,1136.0568,3.5E2,1.8E3,0.07,,3.79,3.91,1.8E3,,1.12,1.12,1135.9508,,UNKNOWN,,,,,,,,,,,,,,
524,4.44,8.3E1,881.5722,881.7999,6.2E1,1.3E3,,1.3E3,4.38,4.51,881.7430,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,4.44,DETECTED,8.3E1,881.5722,881.7999,6.2E1,1.3E3,0.06,,4.38,4.51,1.3E3,,1.13,1.14,881.7430,,UNKNOWN,,,,,,,,,,,,,,
525,4.86,5.0E1,835.3731,835.9002,3.2E2,8.6E2,,8.6E2,4.82,4.91,835.9001,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,4.86,DETECTED,5.0E1,835.3731,835.9002,3.2E2,8.6E2,0.06,,4.82,4.91,8.6E2,,1.17,1.33,835.9001,,UNKNOWN,,,,,,,,,,,,,,
526,4.93,1.4E2,792.7405,793.1006,3.3E2,1.7E3,1,1.7E3,4.83,4.97,793.0303,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,4.93,DETECTED,1.4E2,792.7405,793.1006,3.3E2,1.7E3,0.07,1,4.83,4.97,1.7E3,2,0.69,0.40,793.0303,,UNKNOWN,,,,,,,,,,,,,,
527,5.04,4.6E2,909.2960,909.9000,7.6E1,6.0E3,1,6.0E3,4.93,5.13,909.6702,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,5.04,DETECTED,4.6E2,909.2960,909.9000,7.6E1,6.0E3,0.07,1,4.93,5.13,6.0E3,2,0.98,1.01,909.6702,,UNKNOWN,,,,,,,,,,,,,,
528,5.05,2.5E2,1024.6000,1025.1000,5.2E1,4.1E3,1,4.1E3,4.95,5.12,1024.7633,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,5.05,DETECTED,2.5E2,1024.6000,1025.1000,5.2E1,4.1E3,0.06,1,4.95,5.12,4.1E3,2,1.03,1.02,1024.7633,,UNKNOWN,,,,,,,,,,,,,,
529,5.08,1.4E2,862.3998,862.5937,8.3E2,2.5E3,,2.5E3,5.02,5.12,862.4001,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,5.08,DETECTED,1.4E2,862.3998,862.5937,8.3E2,2.5E3,0.06,,5.02,5.12,2.5E3,,0.88,0.75,862.4001,,UNKNOWN,,,,,,,,,,,,,,
530,5.14,1.9E2,885.5000,885.9000,1.8E2,2.0E3,1,2.0E3,5.02,5.22,885.7306,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,5.14,DETECTED,1.9E2,885.5000,885.9000,1.8E2,2.0E3,0.09,1,5.02,5.22,2.0E3,2,0.79,0.60,885.7306,,UNKNOWN,,,,,,,,,,,,,,
531,5.23,9.5E1,911.6320,912.1710,1.8E2,1.6E3,1,1.6E3,5.18,5.30,911.7001,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,5.23,DETECTED,9.5E1,911.6320,912.1710,1.8E2,1.6E3,0.06,1,5.18,5.30,1.6E3,2,1.13,1.02,911.7001,,UNKNOWN,,,,,,,,,,,,,,
